800.038894342221	4
800.057178843295	0
800.075463553666	0
800.093748473154	2
800.112033602116	3
800.130318940019	1
800.148604487217	0
800.166890243711	7
800.185176209323	1
800.203462384054	0
800.22174876808	7
800.240035361402	2
800.258322164021	3
800.276609175579	0
800.294896396612	0
800.313183826763	2
800.331471466032	8
800.349759314775	9
800.368047372458	2
800.386335639437	10
800.404624115712	9
800.422912801284	7
800.441201695795	5
800.459490799602	2
800.477780112885	0
800.496069635107	13
800.514359366625	8
800.532649307261	0
800.550939457194	0
800.569229816423	1
800.58752038477	5
800.605811162413	1
800.624102149175	0
800.642393345054	0
800.660684750409	6
800.678976364881	2
800.697268188471	0
800.715560221358	0
800.733852463542	6
800.752144914665	11
800.770437575263	17
800.788730445158	14
800.807023523992	2
800.825316812122	0
800.84361030955	0
800.861904016095	0
800.880197931937	1
800.898492056897	0
800.916786391154	0
800.935080934708	1
800.953375687201	4
800.971670649169	12
800.989965820434	1
801.008261200638	14
801.026556790139	7
801.044852588937	3
801.063148596853	1
801.081444814066	1
801.099741240576	0
801.118037876025	2
801.136334720949	2
801.154631774992	19
801.172929038153	12
801.191226510611	3
801.209524192365	3
801.227822083238	12
801.246120183408	8
801.264418492695	11
801.28271701128	11
801.301015738983	5
801.319314675983	6
801.337613822101	0
801.355913177695	6
801.374212742228	4
801.392512516058	17
801.410812499186	7
801.429112691431	7
801.447413092795	0
801.465713703634	0
801.484014523414	10
801.502315552668	17
801.520616791041	6
801.538918238533	7
801.557219895321	5
801.575521761407	8
801.593823836432	4
801.612126120933	0
801.630428614552	0
801.648731317469	0
801.667034229504	9
801.685337350836	1
801.703640681286	0
801.721944221034	0
801.7402479699	0
801.758551928063	0
801.776856095523	0
801.795160472102	4
801.813465057799	4
801.831769852972	1
801.850074857085	0
801.868380070495	8
801.886685493202	2
801.904991125028	3
801.923296966151	0
801.941603016393	1
801.959909275932	1
801.978215744768	0
801.996522422722	0
802.014829309796	8
802.033136406345	7
802.051443711834	0
802.06975122662	0
802.088058950704	4
802.106366883907	11
802.124675026406	1
802.142983378203	1
802.161291938941	15
802.179600709153	6
802.197909688485	1
802.216218876936	0
802.234528274684	3
802.252837881729	3
802.271147697893	5
802.289457723354	12
802.307767957934	8
802.326078401812	8
802.344389054808	7
802.362699917102	26
802.381010988693	11
802.399322269403	2
802.417633759232	17
802.435945458359	12
802.454257366782	1
802.472569484325	2
802.490881811165	10
802.509194347124	2
802.527507092202	4
802.545820046756	0
802.564133210429	0
802.582446583221	11
802.60076016531	6
802.619073956697	2
802.637387957024	0
802.655702166828	2
802.67401658575	10
802.69233121397	17
802.710646051309	5
802.728961097946	1
802.747276353702	7
802.765591818755	1
802.783907492927	0
802.802223376397	8
802.820539469165	3
802.838855771051	1
802.857172282057	1
802.875489002539	0
802.893805931961	0
802.912123070681	6
802.930440418699	0
802.948757975836	5
802.967075742271	1
802.985393717825	2
803.003711902677	2
803.022030296826	2
803.040348900094	1
803.058667712482	0
803.076986734346	1
803.095305965151	4
803.113625405253	11
803.131945054654	5
803.150264913173	0
803.16858498099	0
